@attribute UserCPU_Time_millis_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary {'Number of leaves: 50\nSize of the tree: 99\n','Number of leaves: 47\nSize of the tree: 93\n','Number of leaves: 44\nSize of the tree: 87\n','Number of leaves: 45\nSize of the tree: 89\n','Number of leaves: 48\nSize of the tree: 95\n','Number of leaves: 51\nSize of the tree: 101\n','Number of leaves: 40\nSize of the tree: 79\n','Number of leaves: 55\nSize of the tree: 109\n','Number of leaves: 49\nSize of the tree: 97\n','Number of leaves: 41\nSize of the tree: 81\n','Number of leaves: 46\nSize of the tree: 91\n','Number of leaves: 42\nSize of the tree: 83\n','Number of leaves: 18\nSize of the tree: 35\n','Number of leaves: 17\nSize of the tree: 33\n','Number of leaves: 19\nSize of the tree: 37\n','Number of leaves: 20\nSize of the tree: 39\n','Number of leaves: 21\nSize of the tree: 41\n','Number of leaves: 22\nSize of the tree: 43\n'}
@attribute measureTreeSize numeric
@attribute measureNumLeaves numeric
@attribute measureNumRules numeric

@data

car_v3-weka.filters.unsupervised.attribute.Remove-R1,2,3,weka.classifiers.lazy.IBk,'-K 20 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20201126.1452,1382,346,314,32,0,90.751445,9.248555,0,0.796253,0.095344,0.201928,41.590909,59.660021,418.068304,134.272394,283.79591,1.20829,0.388071,0.820219,280.761936,0.811451,67.156953,0.96281,233,0.057692,6,0.942308,98,0.03719,9,0.974895,0.96281,0.968815,0.897922,0.988477,0.99481,0.907514,0.061147,0.938853,0.092486,0.92073,0.907514,0.895075,0.839451,0.979227,0.915949,0.676392,0.907514,0,0.061,0,0.0625,0,62.5,120755,118910,30850,100,45.303468,?,?,?,?
car_v3-weka.filters.unsupervised.attribute.Remove-R1,2,4,weka.classifiers.lazy.IBk,'-K 20 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20201126.1452,1383,345,312,33,0,90.434783,9.565217,0,0.78643,0.091345,0.193215,39.941453,57.267038,413.465974,125.8819,287.584074,1.198452,0.364875,0.833577,282.897405,0.819992,68.420964,0.966942,234,0.058252,6,0.941748,97,0.033058,8,0.975,0.966942,0.970954,0.903736,0.992939,0.996458,0.904348,0.063347,0.936653,0.095652,?,0.904348,?,?,0.986685,0.951428,?,0.904348,0.001,0.066,0,0.0625,0,62.5,120840,118995,30765,100,45,?,?,?,?
car_v3-weka.filters.unsupervised.attribute.Remove-R1,2,5,weka.classifiers.lazy.IBk,'-K 20 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20201126.1452,1383,345,314,31,0,91.014493,8.985507,0,0.805711,0.093519,0.196109,40.856595,58.057838,415.901949,129.248245,286.653704,1.205513,0.374633,0.83088,281.273382,0.815285,67.629734,0.946281,229,0.029126,3,0.970874,100,0.053719,13,0.987069,0.946281,0.966245,0.894305,0.993461,0.996663,0.910145,0.04336,0.95664,0.089855,0.929859,0.910145,0.902391,0.847114,0.987398,0.952055,0.727667,0.910145,0,0.063,0,0.0625,0,62.5,120840,118995,30765,100,45.507246,?,?,?,?
car_v3-weka.filters.unsupervised.attribute.Remove-R1,3,1,weka.classifiers.lazy.IBk,'-K 20 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20201126.1452,1382,346,305,41,0,88.150289,11.849711,0,0.744087,0.095705,0.203257,41.74848,60.052457,418.068304,134.888131,283.180174,1.20829,0.38985,0.81844,277.350972,0.801592,66.341067,0.938017,227,0.048077,5,0.951923,99,0.061983,15,0.978448,0.938017,0.957806,0.868137,0.9911,0.995635,0.881503,0.06198,0.93802,0.118497,0.903822,0.881503,0.871348,0.799721,0.982602,0.932726,0.625246,0.881503,0.001,0.064,0,0.046875,0,46.875,120755,118910,30850,100,44.653179,?,?,?,?
car_v3-weka.filters.unsupervised.attribute.Remove-R1,3,2,weka.classifiers.lazy.IBk,'-K 20 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20201126.1452,1382,346,312,34,0,90.17341,9.82659,0,0.786613,0.098739,0.205256,43.072077,60.643108,418.068304,138.979084,279.08922,1.20829,0.401674,0.806616,272.94793,0.788867,65.287879,0.946281,229,0.057692,6,0.942308,98,0.053719,13,0.974468,0.946281,0.960168,0.87283,0.987723,0.994061,0.901734,0.062801,0.937199,0.098266,0.917698,0.901734,0.890599,0.822824,0.979393,0.934639,0.696232,0.901734,0,0.065,0,0.0625,0,62.5,120755,118910,30850,100,45.086705,?,?,?,?
car_v3-weka.filters.unsupervised.attribute.Remove-R1,3,3,weka.classifiers.lazy.IBk,'-K 20 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20201126.1452,1382,346,314,32,0,90.751445,9.248555,0,0.798089,0.088986,0.192307,38.817659,56.817308,418.068304,125.247666,292.820638,1.20829,0.361987,0.846302,290.006835,0.83817,69.36829,0.958678,232,0.038462,4,0.961538,100,0.041322,10,0.983051,0.958678,0.970711,0.90607,0.992073,0.9961,0.907514,0.049351,0.950649,0.092486,0.923277,0.907514,0.898459,0.847199,0.984986,0.940902,0.691541,0.907514,0.001,0.061,0,0.0625,0,62.5,120755,118910,30850,100,44.725434,?,?,?,?
car_v3-weka.filters.unsupervised.attribute.Remove-R1,3,4,weka.classifiers.lazy.IBk,'-K 20 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20201126.1452,1383,345,307,38,0,88.985507,11.014493,0,0.757366,0.094388,0.197362,41.272044,58.496026,413.465974,130.520298,282.945676,1.198452,0.37832,0.820132,277.610552,0.804668,67.142297,0.950413,230,0.058252,6,0.941748,97,0.049587,12,0.974576,0.950413,0.962343,0.878214,0.99324,0.996496,0.889855,0.066791,0.933209,0.110145,?,0.889855,?,?,0.986387,0.946074,?,0.889855,0,0.06,0,0.046875,0,46.875,120840,118995,30765,100,45.289855,?,?,?,?
car_v3-weka.filters.unsupervised.attribute.Remove-R1,3,5,weka.classifiers.lazy.IBk,'-K 20 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20201126.1452,1383,345,313,32,0,90.724638,9.275362,0,0.798687,0.094606,0.19804,41.331396,58.629285,415.901949,131.031286,284.870663,1.205513,0.379801,0.825712,280.854808,0.814072,67.529092,0.946281,229,0.048544,5,0.951456,98,0.053719,13,0.978632,0.946281,0.962185,0.87944,0.99001,0.995383,0.907246,0.055456,0.944544,0.092754,0.922539,0.907246,0.901463,0.836746,0.982514,0.942408,0.742317,0.907246,0,0.062,0,0.046875,0,46.875,120840,118995,30765,100,45.652174,?,?,?,?
car_v3-weka.filters.unsupervised.attribute.Remove-R1,4,1,weka.classifiers.lazy.IBk,'-K 20 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20201126.1452,1382,346,313,33,0,90.462428,9.537572,0,0.789386,0.091443,0.194956,39.889142,57.600118,418.068304,129.037559,289.030745,1.20829,0.372941,0.835349,284.481476,0.822201,68.04665,0.96281,233,0.057692,6,0.942308,98,0.03719,9,0.974895,0.96281,0.968815,0.897922,0.991934,0.996023,0.904624,0.062688,0.937312,0.095376,0.921128,0.904624,0.894605,0.839192,0.986406,0.947326,0.682561,0.904624,0,0.072,0,0.078125,0,78.125,120755,118910,30850,100,44.508671,?,?,?,?
car_v3-weka.filters.unsupervised.attribute.Remove-R1,4,2,weka.classifiers.lazy.IBk,'-K 20 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20201126.1452,1382,346,307,39,0,88.728324,11.271676,0,0.75244,0.093755,0.197945,40.897597,58.483031,418.068304,131.353587,286.714717,1.20829,0.379635,0.828655,281.473866,0.813508,67.327244,0.946281,229,0.086538,9,0.913462,95,0.053719,13,0.962185,0.946281,0.954167,0.850731,0.991219,0.995451,0.887283,0.084631,0.915369,0.112717,?,0.887283,?,?,0.98305,0.94004,?,0.887283,0.001,0.06,0,0.0625,0,62.5,120755,118910,30850,100,46.242775,?,?,?,?
car_v3-weka.filters.unsupervised.attribute.Remove-R1,4,3,weka.classifiers.lazy.IBk,'-K 20 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20201126.1452,1382,346,305,41,0,88.150289,11.849711,0,0.740402,0.097583,0.202135,42.56785,59.720998,418.068304,135.957419,282.110885,1.20829,0.392941,0.815349,276.866816,0.800193,66.225259,0.946281,229,0.067308,7,0.932692,97,0.053719,13,0.970339,0.946281,0.958159,0.865461,0.992471,0.996226,0.881503,0.07449,0.92551,0.118497,?,0.881503,?,?,0.98363,0.932225,?,0.881503,0.001,0.059,0,0.0625,0,62.5,120755,118910,30850,100,46.17052,?,?,?,?
car_v3-weka.filters.unsupervised.attribute.Remove-R1,4,4,weka.classifiers.lazy.IBk,'-K 20 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20201126.1452,1383,345,301,44,0,87.246377,12.753623,0,0.72507,0.099315,0.209411,43.388868,61.995846,415.901949,143.370523,272.531426,1.205513,0.415567,0.789946,268.604821,0.778565,64.583689,0.921488,223,0.07767,8,0.92233,95,0.078512,19,0.965368,0.921488,0.942918,0.82095,0.98309,0.992166,0.872464,0.083257,0.916743,0.127536,0.896692,0.872464,0.864057,0.768129,0.975412,0.93345,0.665598,0.872464,0.001,0.06,0,0.046875,0,46.875,120840,118995,30765,100,45.362319,?,?,?,?
car_v3-weka.filters.unsupervised.attribute.Remove-R1,4,5,weka.classifiers.lazy.IBk,'-K 20 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20201126.1452,1383,345,312,33,0,90.434783,9.565217,0,0.788249,0.08823,0.191387,38.579181,56.725166,413.465974,122.319309,291.146665,1.198452,0.354549,0.843903,287.24695,0.8326,69.472936,0.96281,233,0.048544,5,0.951456,98,0.03719,9,0.978992,0.96281,0.970833,0.904521,0.991796,0.996162,0.904348,0.05665,0.94335,0.095652,?,0.904348,?,?,0.985634,0.946284,?,0.904348,0.002,0.059,0,0.0625,0,62.5,120840,118995,30765,100,44.057971,?,?,?,?
car_v3-weka.filters.unsupervised.attribute.Remove-R1,5,1,weka.classifiers.lazy.IBk,'-K 20 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20201126.1452,1382,346,308,38,0,89.017341,10.982659,0,0.76238,0.09585,0.202794,41.811509,59.91582,418.068304,135.623097,282.445207,1.20829,0.391974,0.816316,277.47554,0.801952,66.370863,0.942149,228,0.048077,5,0.951923,99,0.057851,14,0.978541,0.942149,0.96,0.874137,0.991736,0.99603,0.890173,0.059498,0.940502,0.109827,0.909841,0.890173,0.87952,0.811792,0.983418,0.929764,0.64557,0.890173,0.001,0.06,0,0.0625,0,62.5,120755,118910,30850,100,44.869942,?,?,?,?
car_v3-weka.filters.unsupervised.attribute.Remove-R1,5,2,weka.classifiers.lazy.IBk,'-K 20 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20201126.1452,1382,346,313,33,0,90.462428,9.537572,0,0.792408,0.092165,0.195853,40.204284,57.865048,418.068304,127.24537,290.822934,1.20829,0.367761,0.840529,284.778824,0.82306,68.117774,0.950413,230,0.048077,5,0.951923,99,0.049587,12,0.978723,0.950413,0.964361,0.886334,0.992471,0.996157,0.904624,0.05679,0.94321,0.095376,0.922807,0.904624,0.893614,0.833026,0.985779,0.947016,0.695205,0.904624,0,0.062,0,0.0625,0,62.5,120755,118910,30850,100,44.797688,?,?,?,?
car_v3-weka.filters.unsupervised.attribute.Remove-R1,5,3,weka.classifiers.lazy.IBk,'-K 20 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20201126.1452,1382,346,306,40,0,88.439306,11.560694,0,0.74791,0.099606,0.204171,43.450248,60.322629,418.068304,139.467558,278.600746,1.20829,0.403085,0.805204,272.571006,0.787777,65.197721,0.938017,227,0.086538,9,0.913462,95,0.061983,15,0.961864,0.938017,0.949791,0.838389,0.989054,0.99464,0.884393,0.085459,0.914541,0.115607,0.901786,0.884393,0.873958,0.78672,0.980621,0.938357,0.6734,0.884393,0.001,0.058,0,0.0625,0,62.5,120755,118910,30850,100,46.17052,?,?,?,?
car_v3-weka.filters.unsupervised.attribute.Remove-R1,5,4,weka.classifiers.lazy.IBk,'-K 20 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20201126.1452,1383,345,310,35,0,89.855072,10.144928,0,0.779218,0.092794,0.197453,40.540061,58.455561,415.901949,131.640858,284.261091,1.205513,0.381568,0.823945,278.808637,0.808141,67.037108,0.946281,229,0.038835,4,0.961165,99,0.053719,13,0.982833,0.946281,0.964211,0.88687,0.993741,0.996758,0.898551,0.052627,0.947373,0.101449,0.921657,0.898551,0.890083,0.830578,0.98613,0.941279,0.67967,0.898551,0,0.061,0,0.0625,0,62.5,120840,118995,30765,100,44.565217,?,?,?,?
car_v3-weka.filters.unsupervised.attribute.Remove-R1,5,5,weka.classifiers.lazy.IBk,'-K 20 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20201126.1452,1383,345,302,43,0,87.536232,12.463768,0,0.722762,0.09236,0.201286,40.384983,59.659192,413.465974,131.582103,281.883871,1.198452,0.381397,0.817055,280.140314,0.812001,67.75414,0.946281,229,0.087379,9,0.912621,94,0.053719,13,0.962185,0.946281,0.954167,0.849747,0.986761,0.994089,0.875362,0.089607,0.910393,0.124638,?,0.875362,?,?,0.97816,0.920251,?,0.875362,0,0.06,0,0.0625,0,62.5,120840,118995,30765,100,44.130435,?,?,?,?
car_v3-weka.filters.unsupervised.attribute.Remove-R1,6,1,weka.classifiers.lazy.IBk,'-K 20 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20201126.1452,1382,346,304,42,0,87.861272,12.138728,0,0.731634,0.096789,0.205387,42.221193,60.681883,418.068304,139.519916,278.548388,1.20829,0.403237,0.805053,274.652004,0.793792,65.695486,0.946281,229,0.096154,10,0.903846,94,0.053719,13,0.958159,0.946281,0.952183,0.843369,0.985299,0.993207,0.878613,0.093726,0.906274,0.121387,0.898802,0.878613,0.86711,0.781658,0.977876,0.930124,0.63672,0.878613,0,0.062,0,0.03125,0,31.25,120755,118910,30850,100,44.725434,?,?,?,?
car_v3-weka.filters.unsupervised.attribute.Remove-R1,6,2,weka.classifiers.lazy.IBk,'-K 20 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20201126.1452,1382,346,313,33,0,90.462428,9.537572,0,0.790276,0.09072,0.192561,39.574,56.89236,418.068304,126.672595,291.395709,1.20829,0.366106,0.842184,287.413396,0.830675,68.747952,0.96281,233,0.048077,5,0.951923,99,0.03719,9,0.978992,0.96281,0.970833,0.905145,0.994576,0.997304,0.904624,0.056076,0.943924,0.095376,0.919819,0.904624,0.89232,0.839991,0.987702,0.943216,0.660717,0.904624,0,0.067,0,0.0625,0,62.5,120755,118910,30850,100,45.303468,?,?,?,?
car_v3-weka.filters.unsupervised.attribute.Remove-R1,6,3,weka.classifiers.lazy.IBk,'-K 20 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20201126.1452,1382,346,313,33,0,90.462428,9.537572,0,0.793261,0.091154,0.194363,39.763085,57.424671,418.068304,126.711957,291.356347,1.20829,0.36622,0.84207,286.31082,0.827488,68.484221,0.946281,229,0.048077,5,0.951923,99,0.053719,13,0.978632,0.946281,0.962185,0.880202,0.992769,0.996297,0.904624,0.05679,0.94321,0.095376,0.922743,0.904624,0.899047,0.834827,0.987477,0.949194,0.736717,0.904624,0.001,0.06,0,0.0625,0,62.5,120755,118910,30850,100,45.15896,?,?,?,?
car_v3-weka.filters.unsupervised.attribute.Remove-R1,6,4,weka.classifiers.lazy.IBk,'-K 20 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20201126.1452,1383,345,316,29,0,91.594203,8.405797,0,0.812991,0.086419,0.187505,37.787162,55.574586,413.465974,119.636972,293.829003,1.198452,0.346774,0.851678,290.005557,0.840596,70.140126,0.975207,236,0.038835,4,0.961165,99,0.024793,6,0.983333,0.975207,0.979253,0.931267,0.995286,0.997682,0.915942,0.046622,0.953378,0.084058,?,0.915942,?,?,0.988204,0.948189,?,0.915942,0,0.063,0,0.046875,0,46.875,120840,118995,30765,100,45.072464,?,?,?,?
car_v3-weka.filters.unsupervised.attribute.Remove-R1,6,5,weka.classifiers.lazy.IBk,'-K 20 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20201126.1452,1383,345,302,43,0,87.536232,12.463768,0,0.736267,0.107358,0.217558,46.902397,64.407679,415.901949,152.811664,263.090285,1.205513,0.442932,0.762581,257.354419,0.745955,61.878628,0.909091,220,0.038835,4,0.961165,99,0.090909,22,0.982143,0.909091,0.944206,0.834558,0.98634,0.99344,0.875362,0.059179,0.940821,0.124638,0.910075,0.875362,0.868188,0.784021,0.974308,0.91892,0.666444,0.875362,0.001,0.06,0,0.0625,0,62.5,120840,118995,30765,100,46.594203,?,?,?,?
car_v3-weka.filters.unsupervised.attribute.Remove-R1,7,1,weka.classifiers.lazy.IBk,'-K 20 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20201126.1452,1382,346,312,34,0,90.17341,9.82659,0,0.783264,0.089781,0.192082,39.164315,56.750772,418.068304,125.936536,292.131768,1.20829,0.363978,0.844311,288.672185,0.834313,69.049048,0.96281,233,0.057692,6,0.942308,98,0.03719,9,0.974895,0.96281,0.968815,0.897922,0.992113,0.996331,0.901734,0.062801,0.937199,0.098266,0.916322,0.901734,0.889389,0.832789,0.986232,0.945404,0.658505,0.901734,0.002,0.062,0,0.0625,0,62.5,120755,118910,30850,100,44.075145,?,?,?,?
car_v3-weka.filters.unsupervised.attribute.Remove-R1,7,2,weka.classifiers.lazy.IBk,'-K 20 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20201126.1452,1382,346,311,35,0,89.884393,10.115607,0,0.781542,0.092671,0.19736,40.424884,58.310154,418.068304,132.807769,285.260535,1.20829,0.383837,0.824452,281.557536,0.81375,67.347257,0.946281,229,0.028846,3,0.971154,101,0.053719,13,0.987069,0.946281,0.966245,0.894959,0.992053,0.996027,0.898844,0.045935,0.954065,0.101156,?,0.898844,?,?,0.98504,0.938707,?,0.898844,0,0.062,0,0.0625,0,62.5,120755,118910,30850,100,45.520231,?,?,?,?
car_v3-weka.filters.unsupervised.attribute.Remove-R1,7,3,weka.classifiers.lazy.IBk,'-K 20 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20201126.1452,1382,346,305,41,0,88.150289,11.849711,0,0.742433,0.099462,0.208434,43.387219,61.582085,418.068304,141.522349,276.545955,1.20829,0.409024,0.799266,270.671636,0.782288,64.7434,0.942149,228,0.048077,5,0.951923,99,0.057851,14,0.978541,0.942149,0.96,0.874137,0.989729,0.994919,0.881503,0.062694,0.937306,0.118497,?,0.881503,?,?,0.979787,0.92447,?,0.881503,0,0.066,0,0.046875,0,46.875,120755,118910,30850,100,45.447977,?,?,?,?
car_v3-weka.filters.unsupervised.attribute.Remove-R1,7,4,weka.classifiers.lazy.IBk,'-K 20 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20201126.1452,1383,345,306,39,0,88.695652,11.304348,0,0.755297,0.10033,0.205906,43.869866,61.02838,413.465974,140.395408,273.070567,1.198452,0.406943,0.791509,268.139732,0.777217,64.851704,0.933884,226,0.048544,5,0.951456,98,0.066116,16,0.978355,0.933884,0.955603,0.861347,0.989248,0.994618,0.886957,0.061647,0.938353,0.113043,0.909288,0.886957,0.880574,0.806059,0.979843,0.925491,0.668367,0.886957,0.001,0.067,0,0.078125,0,78.125,120840,118995,30765,100,46.449275,?,?,?,?
car_v3-weka.filters.unsupervised.attribute.Remove-R1,7,5,weka.classifiers.lazy.IBk,'-K 20 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20201126.1452,1383,345,316,29,0,91.594203,8.405797,0,0.814544,0.087071,0.190152,38.039441,56.294256,415.901949,119.62418,296.277769,1.205513,0.346737,0.858776,291.406571,0.844657,70.066171,0.96281,233,0.058252,6,0.941748,97,0.03719,9,0.974895,0.96281,0.968815,0.897244,0.992718,0.996419,0.915942,0.059696,0.940304,0.084058,0.92791,0.915942,0.906749,0.850909,0.986669,0.952121,0.740971,0.915942,0,0.062,0,0.0625,0,62.5,120840,118995,30765,100,43.550725,?,?,?,?
car_v3-weka.filters.unsupervised.attribute.Remove-R1,8,1,weka.classifiers.lazy.IBk,'-K 20 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20201126.1452,1382,346,315,31,0,91.040462,8.959538,0,0.805216,0.094116,0.195457,41.055168,57.748003,418.068304,131.136037,286.932267,1.20829,0.379006,0.829284,281.206745,0.812736,67.26335,0.958678,232,0.028846,3,0.971154,101,0.041322,10,0.987234,0.958678,0.972746,0.913342,0.994696,0.997214,0.910405,0.041911,0.958089,0.089595,0.925794,0.910405,0.898544,0.85175,0.988201,0.950724,0.671406,0.910405,0,0.062,0,0.03125,0,31.25,120755,118910,30850,100,46.820809,?,?,?,?
car_v3-weka.filters.unsupervised.attribute.Remove-R1,8,2,weka.classifiers.lazy.IBk,'-K 20 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20201126.1452,1382,346,311,35,0,89.884393,10.115607,0,0.777148,0.085808,0.189124,37.431034,55.876975,418.068304,121.840941,296.227363,1.20829,0.352141,0.856148,292.164208,0.844405,69.884324,0.954545,231,0.076923,8,0.923077,96,0.045455,11,0.966527,0.954545,0.960499,0.870645,0.992848,0.996444,0.898844,0.076139,0.923861,0.101156,0.913998,0.898844,0.890171,0.81956,0.986219,0.95516,0.706592,0.898844,0,0.063,0,0.0625,0,62.5,120755,118910,30850,100,43.424855,?,?,?,?
car_v3-weka.filters.unsupervised.attribute.Remove-R1,8,3,weka.classifiers.lazy.IBk,'-K 20 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20201126.1452,1382,346,299,47,0,86.416185,13.583815,0,0.707702,0.106181,0.215407,46.31804,63.642181,418.068304,151.198002,266.870302,1.20829,0.436988,0.771301,260.859833,0.75393,62.396463,0.917355,222,0.076923,8,0.923077,96,0.082645,20,0.965217,0.917355,0.940678,0.816271,0.9821,0.991622,0.864162,0.086066,0.913934,0.135838,0.895309,0.864162,0.855632,0.758905,0.973389,0.927108,0.629989,0.864162,0.001,0.062,0,0.0625,0,62.5,120755,118910,30850,100,45.375723,?,?,?,?
car_v3-weka.filters.unsupervised.attribute.Remove-R1,8,4,weka.classifiers.lazy.IBk,'-K 20 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20201126.1452,1383,345,312,33,0,90.434783,9.565217,0,0.791308,0.092577,0.196081,40.480026,58.116547,413.465974,128.161698,285.304276,1.198452,0.371483,0.826969,279.109408,0.809013,67.504807,0.958678,232,0.019417,2,0.980583,101,0.041322,10,0.991453,0.958678,0.97479,0.920116,0.995888,0.997818,0.904348,0.037279,0.962721,0.095652,?,0.904348,?,?,0.987873,0.943776,?,0.904348,0.001,0.061,0,0.0625,0,62.5,120840,118995,30765,100,44.855072,?,?,?,?
car_v3-weka.filters.unsupervised.attribute.Remove-R1,8,5,weka.classifiers.lazy.IBk,'-K 20 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20201126.1452,1383,345,311,34,0,90.144928,9.855072,0,0.784057,0.087433,0.192688,38.197708,57.044959,415.901949,123.820372,292.081577,1.205513,0.3589,0.846613,289.991069,0.840554,69.725826,0.950413,230,0.058252,6,0.941748,97,0.049587,12,0.974576,0.950413,0.962343,0.878214,0.991214,0.996069,0.901449,0.063791,0.936209,0.098551,0.919227,0.901449,0.893255,0.827648,0.984116,0.930968,0.708781,0.901449,0.001,0.06,0,0.0625,0,62.5,120840,118995,30765,100,44.42029,?,?,?,?
car_v3-weka.filters.unsupervised.attribute.Remove-R1,1,1,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20201126.1452,1382,346,331,15,0,95.66474,4.33526,0,0.905992,0.023631,0.144464,10.308469,42.682002,418.068304,12900.947386,-12482.879082,1.20829,37.285975,-36.077685,365.883061,1.057465,87.517532,0.991736,240,0.009615,1,0.990385,103,0.008264,2,0.995851,0.991736,0.993789,0.979458,0.99251,0.994462,0.956647,0.01195,0.98805,0.043353,0.962673,0.956647,0.957435,0.942803,0.9759,0.935603,0.846243,0.956647,0.076,0.004,0.0625,0.015625,62.5,15.625,24918,118910,30850,96.531792,26.445087,'Number of leaves: 50\nSize of the tree: 99\n',99,50,50
car_v3-weka.filters.unsupervised.attribute.Remove-R1,1,2,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20201126.1452,1382,346,330,16,0,95.375723,4.624277,0,0.899225,0.024051,0.136477,10.491586,40.3222,418.068304,5407.560229,-4989.491925,1.20829,15.628787,-14.420497,373.068369,1.078232,89.236224,0.979339,237,0.028846,3,0.971154,101,0.020661,5,0.9875,0.979339,0.983402,0.945398,0.99561,0.99763,0.953757,0.028814,0.971186,0.046243,0.954329,0.953757,0.953338,0.920768,0.988068,0.962378,0.876219,0.953757,0.032,0.002,0.015625,0,15.625,0,23586,118910,30850,97.976879,27.095376,'Number of leaves: 47\nSize of the tree: 93\n',93,47,47
